name,x,y
"Marshallberg Voluntary Fire Department, Inc.",-76.5449321899999,34.7274913800001
"Martin's Creek Volunteer Fire Department, Inc.",-84.0325099999999,35.027182
Matthews Fire & EMS,-80.72527658,35.1134484500001
Matthews Fire & EMS,-80.7208137599999,35.12524388
Matthews Fire & EMS,-80.6850689999999,35.132568
"Maury Volunteer Fire and Rescue Association, Inc.",-77.58157055,35.4812636400001
"Maury Volunteer Fire and Rescue Association, Inc.",-77.6137429999999,35.5205740000001
Mayodan Fire Department,-79.9774682199999,36.41477552
"Maysville Fire and EMS, Inc.",-77.23170729,34.90597682
"Maysville Fire and EMS, Inc.",-77.234866,34.8870600000001
"Maysville Fire and EMS, Inc.",-77.3330999999999,34.926
"McGrady Volunteer Fire and Rescue, Inc.",-81.2239,36.3260000000001
"McLeansville Fire Department, Inc.",-79.65926052,36.10643932
"McLeansville Fire Department, Inc.",-79.61120729,36.1351000000001
"McLeansville Fire Department, Inc.",-79.6404839099999,36.0756349600001
"Meadow Volunteer Fire Department, Inc.",-78.45477469,35.32047003
"Meat Camp Volunteer Fire Department, Inc.",-81.65098075,36.2728413500001
"Meat Camp Volunteer Fire Department, Inc.",-81.711674,36.2687230000001
Mebane Fire Department,-79.27085633,36.10193157
Mebane Fire Department,-79.26837756,36.0957803700001
Mebane Fire Department,-79.26824332,36.0634197700001
Merry Hill-Midway Volunteer Fire Department,-76.7852999999999,36.0357000000001
"Micro Volunteer Fire Department, Inc.",-78.2089746899999,35.5609825400001
"Mid-County Volunteer Fire Department, Inc.",-76.4935199399999,35.9507565700001
Middlesex Volunteer Fire Department,-78.2068,35.7911
"Midland Volunteer Fire and Rescue, Inc.",-80.5035999999999,35.2418000000001
"Midland Volunteer Fire and Rescue, Inc.",-80.56739656,35.2496840000001
"Midway Fire & Rescue Department, Inc.",-80.21597358,35.95296067
"Midway Fire & Rescue Department, Inc.",-80.1978536399999,35.9968569600001
"Mill Creek Fire Association, Inc.",-76.7488,34.7752
"Mill Spring Volunteer Fire Department, Inc.",-82.1618448099999,35.29917005
"Millennium Fire Department, Inc.",-77.09824291,36.24710982
"Miller's Ferry Road Fire Department, Incorporated",-80.3699999999999,35.6938000000001
"Miller's Ferry Road Fire Department, Incorporated",-80.3439999999999,35.6781
"Millers Creek Volunteer Fire Department, Inc.",-81.2351,36.188
"Millers Creek Volunteer Fire Department, Inc.",-81.36581761,36.2235216400001
"Millingport Volunteer Fire Department, Inc.",-80.30391602,35.38205873
"Mills River Fire & Rescue Department, Inc.",-82.5768040999999,35.3796245
"Mills River Fire & Rescue Department, Inc.",-82.5488,35.4099000000001
"Mills River Fire & Rescue Department, Inc.",-82.6147999999999,35.3481
"Mills River Fire & Rescue Department, Inc.",-82.6145999999999,35.3959
"Milton Voluntary Fire Department, Inc.",-79.20634448,36.53896202
"Milton Voluntary Fire Department, Inc.",-79.2406999999999,36.50212
"Mineral Springs Volunteer Fire and Rescue Department, Inc.",-80.6673783799999,34.9393119700001
"Mineral Springs Volunteer Fire and Rescue Department, Inc.",-80.62277434,34.93892084
"Mineral Springs Volunteer Fire and Rescue, Inc.",-80.22269195,36.18994372
"Mint Hill Volunteer Fire Department, Inc.",-80.6418321899999,35.17923677
"Mitchiner's Cross Road Rural Fire Department, Inc.",-78.39378198,36.12416066
Mocksville Fire Department,-80.56513603,35.8928390200001
"Momeyer Volunteer Fire-Rescue, Inc.",-78.05097166,35.9615344700001
