OBJECTID,FD_ID,DEPT_NAME,STATION_NUMBER,STATION_ADDRESS,CITY,STATE,COUNTY,ZIP_CODE,LATITUDE,LONGITUDE,x,y
31782,02307,"Number Seven Volunteer Fire Department, Inc.",1,341 Westlee St.,Lattimore,NC,Cleveland,28089,35.317707,-81.657299,-81.657299,35.317707
31783,02303,"Number Three Volunteer Fire Department, Inc.",1,2326 Blackburg Road,Grover,NC,Cleveland,28073,35.22176331,-81.53007899,-81.5300789899999,35.22176331
31784,02312,"Oak Grove Volunteer Fire Department, Inc.",1,838 Oak Grove Rd.,Kings Mountain,NC,Cleveland,28086,35.27818759,-81.41149312,-81.41149312,35.2781875900001
31785,01262,"Oak Hill Fire and Rescue Protection Association, Inc.",1,2400 NC 181 Hwy,Morganton,NC,Burke,28655,35.77887408,-81.75606052,-81.7560605199999,35.77887408
31786,01262,"Oak Hill Fire and Rescue Protection Association, Inc.",2,3000 Brown Mountian Beach Road,Morganton,NC,Burke,28655,35.86997825,-81.77078239,-81.77078239,35.86997825
31787,01262,"Oak Hill Fire and Rescue Protection Association, Inc.",3,3149 Pea Ridge Rd,Morganton,NC,Burke,28655,35.810907,-81.789089,-81.789089,35.810907
31788,01006,Oak Island Fire Department,1,101 East Oak Island Dr,Oak Island,NC,Brunswick,28465,33.920089,-78.159468,-78.1594679999999,33.9200890000001
31789,01006,Oak Island Fire Department,2,8510 East Oak Island Dr,Oak Island,NC,Brunswick,28465,33.909051,-78.079095,-78.0790949999999,33.909051
31790,01006,Oak Island Fire Department,3,4151 Vanessa Dr,Southport,NC,Brunswick,28461,33.928298,-78.067965,-78.067965,33.928298
31791,04117,Oak Ridge Fire and Rescue Company,1,8325 Linville Rd.,Oak Ridge,NC,Guilford,27310,36.17190946,-79.99974251,-79.99974251,36.1719094600001
31792,04117,Oak Ridge Fire and Rescue Company,2,5219 Northwest School Rd.,Greensboro,NC,Guilford,27410,36.15239529,-79.95532338,-79.95532338,36.1523952900001
31793,03110,Oak Wolfe Fire Department,1,2418 Summerlins Crossroads Rd,Mount Olive,NC,Duplin,28365,35.11216675,-77.98047813,-77.9804781299999,35.11216675
31794,08405,"Oakboro Rural Volunteer Fire Department, Incorporated",1,320 College Street,Oakboro,NC,Stanly,28129,35.22415977,-80.3278835,-80.3278835,35.22415977
31795,09620,"Oakland Volunteer Fire Department, Inc.",1,617 Oakland Church Rd ,Princeton,NC,Wayne,27569,35.4085,-78.125,-78.1249999999999,35.4085000000001
31796,01007,Ocean Isle Fire Department,1,105 Causeway Dr.,Ocean Isle Beach,NC,Brunswick,28469,33.8999065,-78.43999464,-78.43999464,33.8999065
31797,04802,"Ocracoke Fire Protection Association, Inc.",1,822 Irvin Garrish Highway,Ocracoke,NC,Hyde,27960,35.10908669,-75.97765609,-75.97765609,35.10908669
31798,01314,"Odell Volunteer Fire Department, Inc.",1,9051 Davidson Hwy,Concord,NC,Cabarrus,28027,35.44010281,-80.72943522,-80.72943522,35.44010281
31799,01314,"Odell Volunteer Fire Department, Inc.",2,4240 Shiloh Church Rd,Davidson,NC,Cabarrus,28036,35.47180397,-80.75259878,-80.75259878,35.4718039700001
31800,02420,Old Dock/Cypress Creek Volunteer Fire Department and Auxiliary,1,10635 New Britton Hwy E,Whiteville,NC,Columbus,28472,34.19041347,-78.60398466,-78.60398466,34.1904134700001
31801,02420,Old Dock/Cypress Creek Volunteer Fire Department and Auxiliary,2,51 Crusoe Island Rd.,Whiteville,NC,Columbus,28472,34.16803981,-78.56043335,-78.56043335,34.16803981
31802,00711,"Old Ford Volunteer Fire Department, Inc.",1,6050 Highway 17 N ,Washington,NC,Beaufort,27889,35.63696893,-77.06322834,-77.06322834,35.6369689300001
31803,05607,"Old Fort Volunteer Fire Department, Inc.",1,84 East main Street,Old Fort,NC,McDowell,28762,35.62945232,-82.18022915,-82.1802291499999,35.62945232
31804,03412,"Old Richmond Volunteer Fire Department and Rescue Squad, Inc.",1,7975 Reynolda Road,Pfafftown,NC,Forsyth,27040,36.20295583,-80.38839464,-80.3883946399999,36.2029558300001
31805,06903,Olympia Volunteer Fire Department,1,500 Olympia Rd,New Bern,NC,Pamlico,28560,35.146209,-76.967843,-76.967843,35.1462090000001
31806,06726,Onslow County Fire Rescue ,1,677 Bear Creek Rd,Hubert,NC,Onslow,28539,34.6606059,-77.18758198,-77.1875819799999,34.6606059000001
31807,06726,Onslow County Fire Rescue ,2,3753 Freedon Way,Hubert,NC,Onslow,28539,34.7147665,-77.1796749,-77.1796749,34.7147665000001
31808,06807,"Orange Grove Volunteer Fire Company, Inc.",1,6800 Orange Grove Road,Hillsborough,NC,Orange,27278,35.980211,-79.193743,-79.193743,35.9802110000001
31809,06807,"Orange Grove Volunteer Fire Company, Inc.",2,6801 Rocky Ridge Rd,Hillsborough,NC,Orange,27278,35.978852,-79.137928,-79.137928,35.9788520000001
31810,06807,"Orange Grove Volunteer Fire Company, Inc.",3,4725 Nicks Rd,Mebane,NC,Orange,27302,36.00579132,-79.23885668,-79.23885668,36.0057913200001
31811,06811,"Orange Rural Fire Department No. 1, Inc.",1,206 S. Churton St.,Hillsborough,NC,Orange,27278,36.0741,-79.0995,-79.0995,36.0741
31812,06811,"Orange Rural Fire Department No. 1, Inc.",2,834 Phelps Rd.,Hillsborough,NC,Orange,27278,36.137184,-79.104538,-79.1045379999999,36.137184
31813,06811,"Orange Rural Fire Department No. 1, Inc.",3,2510 Walker Rd,Hillsborough,NC,Orange,27278,36.129876,-79.07017,-79.07017,36.129876
31814,06811,"Orange Rural Fire Department No. 1, Inc.",4,352 College Park Road,Hillsborough,NC,Orange,27278,36.04368,-79.0938,-79.0938,36.0436800000001
31815,05511,"Ore Bank Pumpkin Center Volunteer Fire Dept., Inc.",1,1537 Amity Church Road,Lincolnton,NC,Lincoln,28037,35.51337733,-81.1200474,-81.1200474,35.51337733
31816,05511,"Ore Bank Pumpkin Center Volunteer Fire Dept., Inc.",2,2911 Lee Lawing Road,Lincolnton,NC,Lincoln,28092,35.53994325,-81.11664484,-81.1166448399999,35.5399432500001
31817,07915,"Oregon Hill Volunteer Fire District, Inc.",1,858 Mount Carmel Church Rd,Reidsville,NC,Rockingham,27320,36.43588063,-79.6553,-79.6553,36.43588063
31818,07825,"Orrum Township Volunteer Fire Department, Inc.",1,102 North Main St.,Proctorville,NC,Robeson,28375,34.47636683,-79.03715673,-79.0371567299999,34.4763668300001
31819,07825,"Orrum Township Volunteer Fire Department, Inc.",2,7049 S. Creek Rd.,Orrum,NC,Robeson,28369,34.40779,-79.051631,-79.051631,34.40779
31820,05704,"Otto Volunteer Fire and Rescue, Inc.",1,8249 Georgia Rd,Otto,NC,Macon,28763,35.059943,-83.397597,-83.397597,35.059943
31821,05704,"Otto Volunteer Fire and Rescue, Inc.",2,234 Coweeta Chruch Road,Otto,NC,Macon,28763,35.0893318,-83.38477936,-83.38477936,35.0893318
31822,01657,"Otway Volunteer Fire and Rescue Department, Incorporated",1,509 Hwy 70,Beaufort,NC,Carteret,28516,34.77612913,-76.55717125,-76.55717125,34.7761291300001
31823,01813,"Oxford Fire Department, Inc.",1,5688 Oxford School Rd,Claremont,NC,Catawba,28610,35.7701,-81.1473,-81.1473,35.7701000000001
31824,01813,"Oxford Fire Department, Inc.",2,5710 NC Hwy 16 North,Claremont,NC,Catawba,28610,35.78895665,-81.17910688,-81.1791068799999,35.78895665
31825,03908,Oxford Fire Dept.,1,112 East McClanahan St,Oxford,NC,Granville,27565,36.31349826,-78.58878431,-78.5887843099999,36.3134982600001
31826,05608,"P. G. Volunteer Fire Department, Inc.",1,2703 US Hwy 70 West,Marion,NC,McDowell,28752,35.69019087,-82.07359656,-82.0735965599999,35.69019087
31827,07424,"Pactolus Fire and Rescue Dept., Inc.",1,5858 Hwy 264 E,Greenville,NC,Pitt,27834,35.6227452,-77.22979807,-77.22979807,35.6227452000001
31828,07424,"Pactolus Fire and Rescue Dept., Inc.",2,1549 Mason School Rd. ,Greenville,NC,Pitt,27834,35.65692615,-77.29138047,-77.29138047,35.6569261500001
31829,09317,Palmer Springs Volunteer Fire Department Incorporated ,1,1697 Palmer Springs Road,Boydton,VA,Warren,23917,36.56060521,-78.23971458,-78.2397145799999,36.5606052100001
31830,00708,"Pantego Community Fire Protection Association, Inc.",1,25689 US 264 E,Pantego,NC,Beaufort,27860,35.5881,-76.6631,-76.6631,35.5881000000001
31831,07813,"Parkton Fire and Rescue, Inc",1,2704 W. Parkton Tobmory Rd.,Parkton,NC,Robeson,28371,34.89891219,-79.00339615,-79.00339615,34.89891219
31832,06111,"Parkway Fire & Rescue, Inc.",1,12966 South Hwy 226,Spruce Pine,NC,Mitchell,28777,35.882017,-82.057777,-82.057777,35.8820170000001
31833,06111,"Parkway Fire & Rescue, Inc.",2,3452 Altapass Hwy.,Spruce Pine,NC,Mitchell,28777,35.8963,-82.023,-82.023,35.8963000000001
31834,06111,"Parkway Fire & Rescue, Inc.",3,516 Chestnut Grove Road,Spruce Pine,NC,Mitchell,28777,35.85411,-82.0962,-82.0962,35.85411
31835,07005,"Pasquotank Providence V. F. D., Inc.",1,1995 North Road St,Elizabeth City,NC,Pasquotank,27909,36.348483,-76.265902,-76.265902,36.348483
31836,07003,"Pasquotank-Newland V. F. D., Inc.",1,721 US Hwy 158,Elizabeth City,NC,Pasquotank,27909,36.4166741,-76.39593907,-76.3959390699999,36.4166741000001
31837,07004,Pasquotank-Nixonton,1,1316 Four Forks Road,Elizabeth City,NC,Pasquotank,27909,36.2228,-76.26326822,-76.26326822,36.2228000000001
31838,09621,"Patetown Volunteer Fire Department, Inc.",1,3463 NC 111 N,Goldsboro,NC,Wayne,27534,35.4561,-77.9345,-77.9345,35.4561
31839,09621,"Patetown Volunteer Fire Department, Inc.",2,4682 NC  HWY 111 N,Pikeville,NC,Wayne,27863,35.48939219,-77.90271417,-77.90271417,35.48939219
31840,01410,Patterson Fire-Rescue Department Inc.,1,1414 Yadkin River Rd.,Lenoir,NC,Caldwell,28645,35.99840181,-81.56365399,-81.56365399,35.9984018100001
31841,01410,Patterson Fire-Rescue Department Inc.,2,4500 Blowing Rock Blvd,Lenoir,NC,Caldwell,28645,36.06265,-81.6073,-81.6073,36.0626500000001
31842,00406,Peachland Fire District of Anson County,1,35 Passaic Street,Peachland,NC,Anson,28133,34.99314235,-80.26506397,-80.26506397,34.99314235
31843,02004,"Peachtree Fire District, Inc.",1,115 Upper Peachtree Road,Murphy,NC,Cherokee,28906,35.092,-83.9441,-83.9440999999999,35.092
31844,02614,"Pearces Mill Volunteer Fire Department, Inc.",1,168 Dedication Drive,Fayetteville,NC,Cumberland,28306,34.99782197,-78.90253178,-78.9025317799999,34.9978219700001
31845,06209,Pekin Volunteer Fire Department and First Responders,1,5321 Pekin Rd,Mount Gilead,NC,Montgomery,27306,35.20548247,-79.8704498,-79.8704498,35.20548247
31846,01705,"Pelham Volunteer Fire Department of Caswell County, N. C.",1,4895 Old Hwy 29,Pelham,NC,Caswell,27311,36.50264661,-79.47433907,-79.47433907,36.5026466100001
31847,07836,Pembroke Fire Dept.,1,102 W. Fourth St.,Pembroke,NC,Robeson,28372,34.67924486,-79.19454671,-79.1945467099999,34.67924486
31848,07814,"Pembroke Rural Voluntary Fire Department, Inc.",1,1398 Prospect Rd.,Pembroke,NC,Robeson,28372,34.70356715,-79.1956632,-79.1956632,34.70356715
31849,07114,"Pender EMS and Fire, Inc",14,19470 US Hwy 17 North,Hampstead,NC,Pender,28443,34.41516017,-77.6505084,-77.6505084,34.41516017
31850,07114,"Pender EMS and Fire, Inc",16,15840 US Hwy 17 N ,Hampstead,NC,Pender,28443,34.37914062,-77.69682297,-77.69682297,34.37914062
31851,07114,"Pender EMS and Fire, Inc",18,11401 US Highway 17,Wilmington,NC,Pender,28411,34.33276786,-77.75057426,-77.75057426,34.33276786
31852,07114,"Pender EMS and Fire, Inc",21,227 Scott Rd,Rocky Point,NC,Pender,28457,34.4402,-77.9826,-77.9825999999999,34.4402000000001
31853,07114,"Pender EMS and Fire, Inc",28,1015 Island Creek Rd,Rocky Point,NC,Pender,28457,34.3744,-77.7844,-77.7843999999999,34.3744
31854,07114,"Pender EMS and Fire, Inc",29,4849 US Highway 421,Currie,NC,Pender,28435,34.39783459,-78.04193345,-78.04193345,34.3978345900001
31855,07106,Penderlea Fire Department,1,4005 Hwy 11 N,Willard,NC,Pender,28478,34.66094942,-78.04731842,-78.04731842,34.6609494200001
31856,07106,Penderlea Fire Department,2,363 Watha Rd,Watha,NC,Pender,28471,34.64523972,-77.96352682,-77.96352682,34.6452397200001
31857,07106,Penderlea Fire Department,3,19170 US Hwy 421,Watha,NC,Pender,28478,34.59341354,-78.10366589,-78.1036658899999,34.59341354
31858,10017,"Pensacola Volunteer Fire Department, Inc.",1,8955 State Hwy. 197 South,Burnsville,NC,Yancey,28714,35.85102632,-82.305434,-82.3054339999999,35.8510263200001
31859,00807,"Perrytown Fire Department, Incorporated",1,848 Perrytown Rd,Colerain,NC,Bertie,27924,36.13776576,-76.80045364,-76.8004536399999,36.13776576
31860,05207,"Phillips Crossroad Fire Department, Inc.",1,3085 Hwy 58 N,Trenton,NC,Jones,28585,35.0872739,-77.45257825,-77.45257825,35.0872739000001
31861,09622,"Pikeville-Pleasant Grove Volunteer Fire Department, Inc.",1,110 Hooks Grove Church Rd.,Pikeville,NC,Wayne,27863,35.49659882,-77.99311842,-77.99311842,35.49659882
31862,02911,"Pilot Fire Department and Community Center of Davidson County, Inc.",1,4205 Old Lexington Road,Thomasville,NC,Davidson,27360,35.87837824,-80.13677469,-80.13677469,35.8783782400001
31863,03509,"Pilot Fire Department, Inc",1,8028 NC Hwy 39 S,Zebulon,NC,Franklin,27597,35.88838692,-78.26575289,-78.26575289,35.8883869200001
31864,08676,"Pilot Knob Volunteer Fire Department, Incorporated",1,683 S. Key Street,Pilot Mountain,NC,Surry,27041,36.3785922,-80.4816456,-80.4816456,36.3785922000001
31865,03120,"Pin Hook Volunteer Fire Department, Inc.",1,1657 Deep Bottom RD,Wallace,NC,Duplin,28466,34.74962782,-77.77713563,-77.77713563,34.7496278200001
31866,04707,"Pine Hill Fire Department, Inc.",1,2685 Ashemont Rd,Aberdeen,NC,Hoke,28315,35.054685,-79.386238,-79.3862379999999,35.0546850000001
31867,01664,Pine Knoll Shores Fire Department,1,314 Salter Path Road,Pine Knoll Shores,NC,Carteret,28512,34.69518549,-76.82399079,-76.82399079,34.69518549
31868,05117,Pine Level Volunteer Fire Department Inc.,1,110 West Main St. ,Pine Level,NC,Johnston,27568,35.5135,-78.2449,-78.2449,35.5135000000001
31869,08664,"Pine Ridge Volunteer Fire Department, Incorporated",1,1892 Pine Ridge RD.,Mount Airy,NC,Surry,27030,36.51137761,-80.74021761,-80.7402176099999,36.5113776100001
31870,07829,Pine Terrace Volunteer Fire Dept.,1,1292 Alamac Rd,Lumberton,NC,Robeson,28358,34.59921195,-79.00930117,-79.00930117,34.59921195
31871,06371,Pinebluff Fire Department,1,580 South Walnut,Pinebluff,NC,Moore,28373,35.10146,-79.47516,-79.47516,35.10146
31872,04119,"Pinecroft-Sedgefield Fire District, Inc.",1,2239 BISHOP RD,Greensboro,NC,Guilford,27406,35.99299707,-79.86149516,-79.8614951599999,35.9929970700001
31873,04119,"Pinecroft-Sedgefield Fire District, Inc.",2,5342 VICKERY CHAPEL RD  ,Jamestown,NC,Guilford,27282,35.964,-79.8984,-79.8984,35.9640000000001
31874,04119,"Pinecroft-Sedgefield Fire District, Inc.",3,5107 MACKAY RD,Jamestown,NC,Guilford,27282,36.01706115,-79.90108583,-79.9010858299999,36.0170611500001
31875,04119,"Pinecroft-Sedgefield Fire District, Inc.",4,6519 COLTRANE MILL RD,Greensboro,NC,Guilford,27406,35.94365234,-79.83068542,-79.83068542,35.94365234
31876,04119,"Pinecroft-Sedgefield Fire District, Inc.",5,301-B E. MAIN ST.,Jamestown,NC,Guilford,27282,35.9978085,-79.9358498,-79.9358498,35.9978085000001
31877,03304,Pinetops Fire Department,1,101 West Burnett St.,Pinetops,NC,Edgecombe,27864,35.79027163,-77.63846052,-77.63846052,35.7902716300001
31878,00705,"Pinetown Volunteer Firemen's Association, Inc.",1,7262 North Boyd Road,Pinetown,NC,Beaufort,27865,35.6025,-76.8576,-76.8575999999999,35.6025000000001
31879,00705,"Pinetown Volunteer Firemen's Association, Inc.",2,23177 NC Highway 32,Plymouth,NC,Beaufort,27963,35.678,-76.7839,-76.7839,35.6780000000001
31880,00303,"Piney Creek Volunteer Fire Department, Incorporated",1,466 Piney Creek School Rd.,Piney Creek,NC,Alleghany,28663,36.549128,-81.30248,-81.3024799999999,36.5491280000001
31881,06711,"Piney Green Volunteer Fire Department, Inc.",1,1105 Rocky Run Rd,Jacksonville,NC,Onslow,28544,34.734079,-77.320719,-77.3207189999999,34.7340790000001
31882,08214,"Piney Grove Volunteer Fire Department, Inc., of Sampson County",1,471 Goshen Church Rd,Faison,NC,Sampson,28341,35.138853,-78.219596,-78.219596,35.138853
31883,08214,"Piney Grove Volunteer Fire Department, Inc., of Sampson County",2,5680 Suttontown Rd,Faison,NC,Sampson,28341,35.203466,-78.24088,-78.2408799999999,35.203466
31884,05421,Pink Hill Fire Department,1,300 South Front Street,Pink Hill,NC,Lenoir,28572,35.05271995,-77.74392146,-77.74392146,35.05271995
31885,01906,Pittsboro Volunteer Fire and Rescue Department Inc.,1,150 Sanford Rd. ,Pittsboro,NC,Chatham,27312,35.71822212,-79.17897854,-79.1789785399999,35.7182221200001
31886,01906,Pittsboro Volunteer Fire and Rescue Department Inc.,2,4170 Old Graham Road,Pittsboro,NC,Chatham,27312,35.76995669,-79.20617125,-79.20617125,35.7699566900001
31887,01906,Pittsboro Volunteer Fire and Rescue Department Inc.,3,60 Walter Bright Rd,Sanford,NC,Chatham,27330,35.6118,-79.1941,-79.1940999999999,35.6118000000001
31888,08208,"Plain View Volunteer Fire Department, Inc.",1,5041 Plain View Hwy,Dunn,NC,Sampson,28334,35.24351599,-78.55139464,-78.55139464,35.24351599
31889,04120,"Pleasant Garden Fire Department, Inc DBA as Central Piedmont",1,4814 Pleasant Garden Road,Pleasant Garden,NC,Guilford,27313,35.963429,-79.762593,-79.762593,35.9634290000001
31890,04120,"Pleasant Garden Fire Department, Inc DBA as Central Piedmont",2,1210 NC Hwy 62 East,Climax,NC,Guilford,27233,35.91264352,-79.71228391,-79.7122839099999,35.9126435200001
31891,04120,"Pleasant Garden Fire Department, Inc DBA as Central Piedmont",3,5316 MACK LINEBERRY RD,Climax,NC,Guilford,27233,35.84435218,-79.71777125,-79.7177712499999,35.84435218
31892,03111,Pleasant Grove Volunteer Fire & EMS Department,1,1794 Red Hill Rd,Mount Olive,NC,Duplin,28365,35.11310439,-77.87327125,-77.87327125,35.11310439
31893,09713,"Pleasant Hill Volunteer Fire Department, Inc.",1,1069 Austin Traphill Road,Elkin,NC,Wilkes,28621,36.25936261,-80.89156245,-80.89156245,36.25936261
31894,09404,Plymouth Fire Department,1,775 US Highway 64 East,Plymouth,NC,Washington,27962,35.86293477,-76.73296245,-76.7329624499999,35.86293477
31895,05309,Pocket Volunteer Fire Department,1,60 Pickard Road,Sanford,NC,Lee,27330,35.50106789,-79.27859366,-79.27859366,35.5010678900001
31896,05309,Pocket Volunteer Fire Department,2,478 Blackstone Rd,Sanford,NC,Lee,27330,35.4474,-79.2848,-79.2848,35.4474000000001
31897,00409,Polkton Fire Department,1,61 W. Polk St.,Polkton,NC,Anson,28135,35.00615727,-80.2045,-80.2044999999999,35.0061572700001
31898,02313,"Polkville Volunteer Fire Department, Inc.",1,4315 Polkville Rd.,Polkville,NC,Cleveland,28136,35.41448584,-81.64348665,-81.6434866499999,35.4144858400001
31899,02313,"Polkville Volunteer Fire Department, Inc.",2,4475 Hollis Rd,Ellenboro,NC,Cleveland,28040,35.4345049,-81.73137207,-81.73137207,35.4345049
31900,05204,"Pollocksville Volunteer Fire Department, Inc.",1,209 Beaufort Rd,Pollocksville,NC,Jones,28573,35.00206,-77.2174,-77.2173999999999,35.00206
31901,00509,"Pond Mountain Volunteer Fire and Rescue, Inc.",1,6038 Joines Road,Creston,NC,Ashe,28615,36.53196035,-81.67140956,-81.67140956,36.5319603500001
31902,00509,"Pond Mountain Volunteer Fire and Rescue, Inc.",2,930 Roaring Fork Rd ,Creston,NC,Ashe,28615,36.48927277,-81.65054443,-81.65054443,36.4892727700001
31903,00509,"Pond Mountain Volunteer Fire and Rescue, Inc.",3,2065 Tucker Rd,Lansing,NC,Ashe,28643,36.54968171,-81.60731265,-81.60731265,36.5496817100001
31904,04806,"Ponzer Volunteer Fire & Rescue, Inc.",1,40186 US 264 E,Belhaven,NC,Hyde,27810,35.57523202,-76.46775172,-76.46775172,35.57523202
31905,08069,"Pooletown Volunteer Fire Department, Inc.",1,225 Richfield Road,Richfield,NC,Rowan,28137,35.58755638,-80.24407125,-80.2440712499999,35.58755638
31906,08069,"Pooletown Volunteer Fire Department, Inc.",2,2000 Reeves Island Road,Richfield,NC,Rowan,28137,35.52488514,-80.25767703,-80.25767703,35.52488514
31907,03112,Potters Hill Volunteer Fire Department,1,1307 N NC Hwy 41,Pink Hill,NC,Duplin,28572,34.97034836,-77.71093679,-77.7109367899999,34.9703483600001
31908,00808,"Powellsville Volunteer Fire Department, Inc.",1,106 Curtis St.,Powellsville,NC,Bertie,27967,36.225203,-76.932329,-76.932329,36.2252030000001
31909,00808,"Powellsville Volunteer Fire Department, Inc.",2,1434 Early Station Rd,Aulander,NC,Bertie,27805,36.194545,-77.028587,-77.028587,36.1945450000001
31910,09625,Price Town Volunteer Fire Department,1,2021 Zion Church Rd,Mount Olive,NC,Wayne,28365,35.1697,-77.8937,-77.8937,35.1697
31911,05118,"Princeton Volunteer Fire Department, Incorporated",1,501 Dr. Donnie H. Jones Blvd  ,Princeton,NC,Johnston,27569,35.4692,-78.1629,-78.1629,35.4692000000001
31912,05118,"Princeton Volunteer Fire Department, Incorporated",2,4910 Rains Crossroads Rd,Princeton,NC,Johnston,27569,35.514014,-78.143339,-78.143339,35.514014
31913,03305,"Princeville Volunteer Fire Department, Inc.",1,312 Mutual Boulevard,Tarboro,NC,Edgecombe,27886,35.89030439,-77.5259414,-77.5259414,35.89030439
31914,01814,Propst Cross Roads Volunteer Fire Department No. 5,1,3169 Plateau Rd,Newton,NC,Catawba,28658,35.62421361,-81.37528239,-81.3752823899999,35.62421361
31915,01703,Prospect Hill Voluntary Fire Department,1,11621 Hwy 86,Prospect Hill,NC,Caswell,27314,36.2985661,-79.21373799,-79.21373799,36.2985661000001
31916,07815,"Prospect Volunteer Fire Department, Inc.",1,4345 Prospect Rd,Maxton,NC,Robeson,28364,34.73343747,-79.23066093,-79.2306609299999,34.7334374700001
31917,03909,"Providence Community Fire Department, Inc.",1,4631 Watkins Rd,Oxford,NC,Granville,27565,36.2546832,-78.65405364,-78.65405364,36.2546832
31918,01704,"Providence Fire and Rescue, Inc.",1,6655 Old 86 NC,Providence,NC,Caswell,27315,36.49952074,-79.36978542,-79.36978542,36.49952074
31919,01704,"Providence Fire and Rescue, Inc.",2,3650 Park Spring Road,Providence,NC,Caswell,27315,36.4577,-79.4125,-79.4125,36.4577
31920,06712,"Pumpkin Center Volunteer Fire Department, Inc.",1,3285 New Bern Hwy,Jacksonville,NC,Onslow,28546,34.79405595,-77.3701502,-77.3701502,34.79405595
31921,00715,"Pungo River Volunteer Fire Department, Inc.",1,40 Pike Road,Pantego,NC,Beaufort,27860,35.68288715,-76.6284663,-76.6284663,35.6828871500001
31922,04703,"Puppy Creek Fire Department, Inc.",1,445 Pittman Grove Church Rd,Raeford,NC,Hoke,28376,35.02596797,-79.1180337,-79.1180337,35.0259679700001
31923,05007,"Qualla Volunteer Fire & Rescue Department, Incorporated",1,147 Shoal Creek Church Loop,Whittier,NC,Jackson,28789,35.4351,-83.3245,-83.3244999999999,35.4351
31924,05007,"Qualla Volunteer Fire & Rescue Department, Incorporated",2,978 W Piney Mtn Rd,Whittier,NC,Jackson,28789,35.3995,-83.292,-83.292,35.3995
31925,07824,Queheel Fire Department,1,108 East Rockingham Road,Maxton,NC,Robeson,28364,34.7426529,-79.34462875,-79.34462875,34.7426529000001
31926,07824,Queheel Fire Department,2,11388 US Hwy 501,Maxton,NC,Robeson,28364,34.65656768,-79.3798751,-79.3798750999999,34.6565676800001
31927,04710,Raeford Fire Department,1,415 East Prospect Ave,Raeford,NC,Hoke,28376,34.98469338,-79.2183,-79.2182999999999,34.9846933800001
31928,07816,"Raft Swamp Fire and Rescue Department, Inc.",1,2809 NC 72 Hwy West,Lumberton,NC,Robeson,28360,34.65334705,-79.08330385,-79.0833038499999,34.65334705
31929,09228,Raleigh Durham Airport Fire Department,1,1050 Rescue Court,Raleigh,NC,Wake,27623,35.88086098,-78.78723947,-78.78723947,35.8808609800001
31930,09213,Raleigh Fire Department,1,220 South Dawson St,Raleigh,NC,Wake,27601,35.77761618,-78.64385982,-78.64385982,35.7776161800001
31931,09213,Raleigh Fire Department,2,263 Pecan Road,Raleigh,NC,Wake,27603,35.74831478,-78.64794745,-78.6479474499999,35.74831478
31932,09213,Raleigh Fire Department,3,13 South East Street,Raleigh,NC,Wake,27601,35.77947781,-78.63198737,-78.6319873699999,35.7794778100001
31933,09213,Raleigh Fire Department,4,121 Northway Street,Raleigh,NC,Wake,27615,35.88249626,-78.64836651,-78.64836651,35.88249626
31934,09213,Raleigh Fire Department,5,300 Oberlin Road,Raleigh,NC,Wake,27605,35.78830059,-78.66181045,-78.66181045,35.7883005900001
31935,09213,Raleigh Fire Department,6,2601 Fairview Road,Raleigh,NC,Wake,27608,35.80901766,-78.65576522,-78.65576522,35.8090176600001
31936,09213,Raleigh Fire Department,7,2100 Glascock Street,Raleigh,NC,Wake,27610,35.79258261,-78.61281143,-78.61281143,35.7925826100001
31937,09213,Raleigh Fire Department,8,5001 Western Boulevard,Raleigh,NC,Wake,27606,35.78613056,-78.70869024,-78.70869024,35.7861305600001
31938,09213,Raleigh Fire Department,9,4465 Six Forks Road,Raleigh,NC,Wake,27609,35.84125162,-78.6433414,-78.6433413999999,35.84125162
31939,09213,Raleigh Fire Department,10,2711 Sanderford Road,Raleigh,NC,Wake,27610,35.74173297,-78.61305889,-78.6130588899999,35.74173297
31940,09213,Raleigh Fire Department,11,2925 Glenridge Road,Raleigh,NC,Wake,27604,35.81966804,-78.60053583,-78.60053583,35.8196680400001
31941,09213,Raleigh Fire Department,12,4306 Poole Road,Raleigh,NC,Wake,27610,35.767513,-78.562569,-78.5625689999999,35.7675130000001
31942,09213,Raleigh Fire Department,14,3510 Harden Road,Raleigh,NC,Wake,27607,35.81581937,-78.70173498,-78.70173498,35.81581937
31943,09213,Raleigh Fire Department,15,1815 Spring Forest Road,Raleigh,NC,Wake,27615,35.86673158,-78.60796928,-78.60796928,35.8667315800001
31944,09213,Raleigh Fire Department,16,5225 Lead Mine Road,Raleigh,NC,Wake,27612,35.85260563,-78.67318401,-78.6731840099999,35.85260563
31945,09213,Raleigh Fire Department,17,4601 Pleasant Valley Road,Raleigh,NC,Wake,27612,35.85964065,-78.71169274,-78.71169274,35.8596406500001
31946,09213,Raleigh Fire Department,18,8200 Morgan's Way,Raleigh,NC,Wake,27615,35.89406833,-78.68085158,-78.68085158,35.89406833
31947,09213,Raleigh Fire Department,19,4209 Spring Forest Road,Raleigh,NC,Wake,27616,35.85631561,-78.57097292,-78.57097292,35.85631561
31948,09213,Raleigh Fire Department,20,1721 Trailwood Drive,Raleigh,NC,Wake,27606,35.75598694,-78.69275429,-78.69275429,35.7559869400001
31949,09213,Raleigh Fire Department,21,2651 Southall Road Extension,Raleigh,NC,Wake,27604,35.81097174,-78.55611062,-78.55611062,35.8109717400001
